iteration, optimization, area, delay, best_area_meets_constraint, best_area, best_delay
1, strash, 892.06, 2048.87
2, rewrite, 892.06, 2048.87, inf; inf; -1; -1, 892.06; 2048.87; 1; 2, 892.06; 2048.87; 1; 2
3, rewrite, 892.06, 2048.87, inf; inf; -1; -1, 892.06; 2048.87; 1; 2, 892.06; 2048.87; 1; 2
4, balance, 892.06, 2048.87, inf; inf; -1; -1, 892.06; 2048.87; 1; 2, 892.06; 2048.87; 1; 2
5, resub -z, 852.87, 2240.47, inf; inf; -1; -1, 852.87; 2240.47; 1; 5, 892.06; 2048.87; 1; 2
